,Unnamed: 0,age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
8025,8025,45,Private,59380,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,55,United-States,<=50K
16030,16030,28,Private,177119,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,80,unknown,<=50K
9882,9882,68,unknown,76371,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,35,United-States,<=50K
12068,12068,37,Private,131463,10th,6,Divorced,Other-service,Unmarried,White,Female,33,United-States,<=50K
8468,8468,41,Local-gov,352056,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
19333,19333,26,Private,266022,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
9117,9117,28,Private,103389,Masters,14,Divorced,Sales,Own-child,White,Female,40,United-States,<=50K
19456,19456,20,Private,123901,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,40,United-States,<=50K
3280,3280,27,Private,386036,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,48,United-States,<=50K
1066,1066,35,Private,199352,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,>50K
12616,12616,43,State-gov,139734,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
918,918,81,Self-emp-not-inc,136063,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,<=50K
17531,17531,38,Federal-gov,37683,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,57,Canada,>50K
10311,10311,39,Private,211154,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,<=50K
17722,17722,38,Private,137707,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,>50K
9081,9081,67,Private,247566,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,24,United-States,<=50K
4943,4943,46,Private,117849,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
17575,17575,48,Self-emp-inc,85109,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K
15760,15760,43,Private,141858,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
13878,13878,42,Private,265698,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
27250,27250,62,unknown,181014,Bachelors,13,Married-civ-spouse,unknown,Husband,White,Male,40,United-States,<=50K
21864,21864,35,Local-gov,302149,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
1039,1039,34,unknown,164309,11th,7,Married-civ-spouse,unknown,Wife,White,Female,8,United-States,<=50K
8261,8261,52,Private,213209,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
21517,21517,25,unknown,196627,11th,7,Never-married,unknown,Own-child,White,Male,40,United-States,<=50K
24352,24352,28,Local-gov,84657,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
3023,3023,38,Private,53930,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,40,unknown,<=50K
11064,11064,49,Local-gov,166039,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
13862,13862,26,Private,58426,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K
9262,9262,59,Self-emp-not-inc,181070,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,England,>50K
12212,12212,52,Federal-gov,290856,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
21527,21527,47,Self-emp-not-inc,237731,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,<=50K
9448,9448,33,Private,194901,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
19385,19385,58,Local-gov,318537,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
13127,13127,50,Local-gov,168672,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
27525,27525,36,Private,234271,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
20322,20322,22,Private,290504,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
15373,15373,28,Private,77760,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,40,United-States,<=50K
26762,26762,31,Private,151484,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,8,United-States,<=50K
12778,12778,31,State-gov,190305,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K
19806,19806,45,Private,287190,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Black,Male,35,United-States,<=50K
2616,2616,27,Private,258102,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,40,Mexico,<=50K
25718,25718,26,Private,181920,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K
28043,28043,25,Private,195201,HS-grad,9,Married-civ-spouse,Sales,Husband,Other,Male,50,United-States,<=50K
28885,28885,32,Private,76773,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K
25516,25516,26,Private,360252,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
31220,31220,36,Private,132879,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Italy,<=50K
31890,31890,62,unknown,31577,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,18,United-States,<=50K
32133,32133,38,Private,59660,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
22536,22536,25,Private,193051,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,25,United-States,<=50K
16229,16229,59,Private,307423,9th,5,Never-married,Other-service,Not-in-family,Black,Male,50,United-States,<=50K
5366,5366,41,Self-emp-inc,218302,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K
13662,13662,22,State-gov,264710,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K
30520,30520,35,Self-emp-inc,135289,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,60,United-States,<=50K
26357,26357,27,Self-emp-not-inc,328518,Assoc-voc,11,Never-married,Prof-specialty,Other-relative,White,Male,30,United-States,<=50K
27506,27506,30,Self-emp-not-inc,45427,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,49,United-States,<=50K
4474,4474,50,Self-emp-not-inc,146603,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
16511,16511,31,Private,198069,HS-grad,9,Never-married,Other-service,Own-child,White,Male,24,United-States,<=50K
31197,31197,27,Private,193122,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
22918,22918,57,Self-emp-inc,37345,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,United-States,>50K
26262,26262,29,Private,236938,Assoc-acdm,12,Divorced,Craft-repair,Unmarried,White,Female,38,United-States,<=50K
3327,3327,63,Private,111963,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,United-States,<=50K
26082,26082,37,Private,179481,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
25486,25486,38,State-gov,321943,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
27462,27462,54,Private,88019,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,32,United-States,<=50K
31634,31634,51,Private,158508,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,36,United-States,<=50K
31589,31589,30,Local-gov,44566,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
7227,7227,41,Private,173370,Bachelors,13,Separated,Sales,Unmarried,White,Female,30,United-States,<=50K
24042,24042,49,Private,199763,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,35,United-States,<=50K
26242,26242,44,Self-emp-not-inc,185057,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
27894,27894,21,Private,245572,9th,5,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,40,United-States,<=50K
1734,1734,27,Private,377680,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K
23660,23660,29,Private,253593,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,<=50K
21342,21342,28,Private,163265,9th,5,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
18796,18796,31,unknown,182191,Bachelors,13,Married-civ-spouse,unknown,Wife,White,Female,30,Canada,<=50K
29922,29922,23,Private,215115,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
8685,8685,58,Private,201344,Bachelors,13,Divorced,Craft-repair,Own-child,White,Female,20,United-States,<=50K
9099,9099,39,Self-emp-not-inc,65716,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
26053,26053,40,Private,284303,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K
13148,13148,26,unknown,321629,HS-grad,9,Never-married,unknown,Unmarried,White,Female,16,United-States,<=50K
30647,30647,39,Private,176279,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
30103,30103,52,Private,204226,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,45,United-States,<=50K
2369,2369,37,Private,758700,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,Mexico,<=50K
5552,5552,58,Private,127264,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
11293,11293,24,Private,255474,11th,7,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
14217,14217,56,Self-emp-not-inc,210731,7th-8th,4,Divorced,Sales,Other-relative,White,Male,20,Mexico,<=50K
23938,23938,22,Private,298489,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
18769,18769,36,Private,286115,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
23007,23007,34,Self-emp-not-inc,100079,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,55,India,<=50K
21023,21023,25,Private,117833,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
1124,1124,48,Private,95244,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,35,United-States,<=50K
6038,6038,25,Private,306352,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,Mexico,<=50K
12946,12946,26,Private,380674,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,52,United-States,<=50K
26700,26700,24,Private,189749,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
20551,20551,39,Private,421633,Some-college,10,Divorced,Protective-serv,Unmarried,Black,Female,30,United-States,<=50K
27700,27700,43,Private,187702,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,45,United-States,<=50K
17945,17945,50,Private,191062,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
28795,28795,38,Local-gov,414791,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,United-States,>50K
2062,2062,22,Private,62507,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
22697,22697,28,Private,181776,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
13480,13480,31,Private,215297,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
17721,17721,35,Private,287701,Assoc-acdm,12,Divorced,Craft-repair,Unmarried,White,Male,45,United-States,>50K
2215,2215,33,Private,127215,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,>50K
10190,10190,51,Federal-gov,27166,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
24345,24345,31,Private,136651,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K
29005,29005,56,Self-emp-not-inc,201318,9th,5,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,50,Columbia,<=50K
12979,12979,27,Private,134890,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,50,United-States,<=50K
27724,27724,68,Private,185537,Some-college,10,Divorced,Sales,Not-in-family,White,Female,20,United-States,<=50K
23026,23026,34,Private,198265,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
6829,6829,45,Private,125489,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,<=50K
12370,12370,61,Private,107438,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K
25155,25155,42,Private,328239,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
29618,29618,23,Private,303121,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,<=50K
11425,11425,61,Federal-gov,160155,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
17468,17468,46,Private,171807,Some-college,10,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K
26865,26865,29,Local-gov,190525,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Germany,>50K
21221,21221,18,Private,352640,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
23257,23257,25,Private,109419,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
7488,7488,41,Private,204046,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
5752,5752,48,Private,355320,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Canada,>50K
31119,31119,53,Private,191565,1st-4th,2,Divorced,Other-service,Unmarried,Black,Female,40,Dominican-Republic,<=50K
4839,4839,24,Private,64167,Assoc-voc,11,Never-married,Tech-support,Unmarried,Black,Female,40,United-States,<=50K
14816,14816,55,Private,436861,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
19942,19942,26,Private,276309,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,20,United-States,<=50K
30784,30784,40,Private,205047,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,United-States,>50K
19084,19084,41,Local-gov,170924,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,7,United-States,<=50K
28103,28103,35,Private,196178,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
9718,9718,49,State-gov,155372,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
28876,28876,37,Private,588003,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
23289,23289,66,Local-gov,188220,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,35,United-States,>50K
29336,29336,50,Private,176227,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,unknown,>50K
17934,17934,56,Private,91545,10th,6,Divorced,Adm-clerical,Unmarried,Black,Female,36,United-States,<=50K
25241,25241,58,Private,272902,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
30523,30523,24,Private,118023,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,<=50K
30049,30049,22,Private,192455,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
4582,4582,37,Private,324019,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
11006,11006,31,Private,124827,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
27799,27799,33,Self-emp-not-inc,108438,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
15801,15801,24,Private,224716,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
27041,27041,30,Local-gov,48542,12th,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
7513,7513,29,Private,209934,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,<=50K
508,508,47,Local-gov,543162,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
27619,27619,27,Private,259840,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,<=50K
7638,7638,44,Private,99203,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
3880,3880,54,Federal-gov,127455,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,48,United-States,>50K
11559,11559,41,Private,221172,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
10748,10748,22,Private,310380,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
18995,18995,21,Private,267040,10th,6,Never-married,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K
21363,21363,50,Private,188186,Masters,14,Divorced,Sales,Not-in-family,White,Female,45,United-States,<=50K
24996,24996,30,Private,382368,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
6659,6659,51,Federal-gov,306784,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
18707,18707,25,Local-gov,203408,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
1582,1582,29,Private,200511,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
10778,10778,58,Self-emp-not-inc,203039,9th,5,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
